Date,Firm,BuyPrice,TimeBuy,TimeSell,Return,StockCode,Order,NewsFeature,NewsSEN,NewsTopic,NewsReport,ChangeBuy,ChangeOpen,MAd20,MAd60,MAd120,High5,High20,High60,BeforeMoney,MaxMoney,MinMoney,TimeMaxMoney,TimeMinMoney,MAm10,MAm20,MAm60,MaxHigh,TimeMinuteBuy,TimeSecondBuy,Alert,Mezzanine
2022-04-08,린드먼아시아,7000,11:47:32,11:48:08,-0.3,277070,8,0,0,0,0,26.35,0.0,25.2,29.67,24.74,-16.43,-15.86,-12.0,1420867360,1675750080,606670,10:00:00,09:53:00,3.5,3.72,3.73,1.14,707,32,0,0
2022-04-08,KCTC,7020,13:51:07,13:51:40,-2.01,009070,9,1,0,0,0,13.23,1.13,16.47,21.51,16.39,-4.84,1.71,1.71,4154605750,5226237250,6320,13:47:00,11:45:00,6.46,7.88,8.8,0.28,831,7,0,0
2022-04-08,엠아이텍,10750,13:54:03,14:42:04,2.0300000000000002,179290,10,1,0,0,0,26.77,2.24,38.92,57.67,81.3,-17.77,-14.7,-14.7,81280800,15543685650,8810,13:17:00,12:24:00,-0.19,-0.07,1.16,2.33,834,3,0,1
2022-04-08,시너지이노베이션,4530,14:50:09,14:51:09,-0.41,048870,11,1,0,0,0,22.43,0.54,19.59,19.14,11.4,-14.24,-11.15,-5.63,293593500,5110150360,3675,12:50:00,12:38:00,0.86,0.85,1.62,1.88,890,9,0,0
2022-04-08,시너지이노베이션,4375,15:00:57,15:05:01,-3.13,048870,12,1,0,0,0,18.24,0.54,15.5,15.06,7.59,-11.2,-8.0,-2.29,463055175,5110150360,3675,12:50:00,12:38:00,-0.73,-1.67,-2.44,5.49,900,57,0,0
2022-04-08,시너지이노베이션,4315,15:05:32,15:13:37,-1.69,048870,13,1,0,0,0,16.62,0.54,13.91,13.48,6.12,-9.97,-6.72,-0.93,321646725,5110150360,3675,12:50:00,12:38:00,-0.43,-2.19,-3.67,6.95,905,32,0,0
2022-04-08,하인크코리아,3720,15:15:02,09:02:32,10.01,373200,14,0,0,0,0,29.62,-1.05,56.02,54.91,54.09,-12.37,-12.37,-12.1,577583600,4301856800,2785,15:10:00,13:52:00,2.34,3.64,15.26,0.27,915,2,0,0
2022-04-12,티사이언티픽,4505,09:45:27,09:49:54,-2.4099999999999997,057680,1,1,0,0,0,20.78,14.08,18.53,21.29,14.33,-11.76,-8.99,-8.1,368447335,9197323255,368447335,09:02:00,09:44:00,0.45,0.76,7.01,1.55,585,27,0,0
2022-04-12,GS글로벌,4050,09:55:29,09:58:43,2.54,001250,2,1,0,0,0,13.92,5.34,56.33,70.19,67.57,-12.22,-12.22,-12.22,290070360,18228682350,290070360,09:00:00,09:54:00,1.47,1.5,3.57,1.11,595,29,0,0
2022-04-13,LG헬로비전,6160,10:01:02,10:04:40,1.65,037560,1,1,1,0,0,19.15,5.61,15.54,20.88,9.6,-11.85,-9.74,-4.55,618175200,7346143910,135300960,09:22:00,09:56:00,0.77,0.58,2.13,1.62,601,2,0,0
2022-04-15,쇼박스,6430,09:54:51,09:57:19,0.6300000000000001,086980,1,1,0,0,0,12.81,2.11,15.15,24.16,14.63,-7.31,-7.31,-4.2,647212800,8070974730,199665840,09:18:00,09:48:00,0.93,0.86,3.58,2.49,594,51,0,0
2022-04-15,쇼박스,6630,10:01:11,10:02:56,1.06,086980,2,1,0,0,0,16.32,2.11,18.73,28.02,18.2,-10.11,-10.11,-7.09,2427777280,8070974730,199665840,09:18:00,09:48:00,2.49,3.36,5.25,-0.45,601,11,0,0
2022-04-15,쇼박스,6510,13:41:29,13:43:57,0.16000000000000003,086980,3,1,0,1,0,14.21,2.11,16.58,25.7,16.06,-8.45,-8.45,-5.38,97297200,8070974730,25246000,09:18:00,12:19:00,0.76,0.91,0.64,5.53,821,29,0,0
2022-04-19,쌍방울,941,09:56:00,09:56:42,-2.4299999999999997,102280,1,1,0,0,0,25.97,0.0,15.28,33.49,26.74,3.4,66.31,66.31,3302253700,9098556256,154510944,09:22:00,09:02:00,4.44,7.21,16.08,-1.06,596,0,0,0
2022-04-19,쌍방울,926,09:57:26,10:01:21,-4.3999999999999995,102280,2,1,0,0,0,23.96,0.0,13.45,31.36,24.72,5.08,69.01,69.01,4284315180,9098556256,154510944,09:22:00,09:02:00,1.58,4.19,13.36,1.84,597,26,0,0
2022-04-19,에코바이오,8810,10:01:31,10:02:52,1.0999999999999999,038870,3,0,0,0,0,25.14,-1.28,29.89,34.75,23.88,-18.62,-18.62,-18.62,1594809150,1594809150,292330,10:00:00,09:10:00,5.62,8.52,17.49,-1.02,601,31,0,0
2022-04-19,KG스틸,19400,10:03:41,10:05:39,-0.56,016380,4,1,0,0,0,10.54,2.85,42.41,69.49,72.58,2.06,2.06,2.06,3956009200,9956158650,276507950,09:24:00,09:17:00,0.96,1.98,4.24,1.55,603,41,1,0
2022-04-19,쌍방울,887,10:05:48,10:50:28,1.28,102280,5,1,0,0,0,18.74,0.0,8.67,25.83,19.46,9.7,76.44,76.44,3095515959,9098556256,154510944,09:22:00,09:02:00,-2.12,-1.84,5.87,6.31,605,48,0,0
2022-04-19,SCI평가정보,4105,10:53:25,10:53:32,-0.6699999999999999,036120,6,1,0,0,0,29.91,0.16,28.22,27.12,24.74,-22.53,-20.46,-13.15,266952255,5042222955,158500,09:53:00,09:02:00,2.22,4.31,7.74,0.0,653,25,0,0
2022-04-19,STX엔진,16000,11:05:07,11:06:03,0.010000000000000009,077970,7,0,0,0,0,11.89,1.4,17.82,30.15,41.72,-2.5,0.62,9.38,685464000,2673865100,4666400,09:37:00,10:56:00,3.86,4.03,3.77,-0.31,665,7,0,0
2022-04-19,일동홀딩스,43950,11:24:25,11:27:57,0.16000000000000003,000230,8,0,0,0,0,12.84,3.21,92.93,174.77,191.57,-9.67,-9.67,-9.67,2631396600,8776518400,41815200,09:01:00,10:50:00,2.3,4.66,8.21,0.57,684,25,0,0
2022-04-19,일승,4235,11:30:53,11:34:31,-0.3,333430,9,1,0,0,0,22.05,0.86,37.31,50.5,53.81,-7.91,-7.91,-7.91,257614155,4718026005,30765735,09:35:00,11:20:00,2.93,2.97,4.61,6.49,690,53,0,0
2022-04-19,쌍방울,890,11:39:46,13:02:06,3.3000000000000003,102280,10,1,0,0,0,19.14,0.0,9.04,26.26,19.87,9.33,75.84,75.84,550066898,9098556256,74178325,09:22:00,10:55:00,1.03,0.69,-0.5,5.96,699,46,0,0
2022-04-19,팜스토리,3280,13:49:10,13:50:27,2.14,027710,11,1,0,1,1,8.97,5.15,15.79,27.06,31.19,-1.83,6.71,6.71,1368287640,10470111360,7141775,09:14:00,11:30:00,1.56,1.89,3.67,2.13,829,10,0,0
2022-04-19,쌍방울,924,13:56:51,14:05:34,2.41,102280,12,1,0,0,0,23.69,0.0,13.2,31.08,24.45,5.3,69.37,69.37,256079608,9098556256,41396400,09:22:00,12:30:00,1.78,1.8,2.04,2.06,836,51,0,0
2022-04-19,광림,2855,14:11:10,14:11:54,0.75,014200,13,1,0,0,0,26.33,-1.33,0.72,33.76,32.4,16.99,90.19,90.19,2601173640,5193651165,17975510,09:45:00,12:51:00,3.89,5.4,7.25,-0.88,851,10,0,1
2022-04-20,대주산업,3930,09:36:38,09:44:21,-0.6799999999999999,003310,1,1,0,1,0,19.09,7.12,74.82,99.25,95.9,-7.89,-7.89,-7.89,704469175,8580222690,486088745,09:01:00,09:31:00,1.39,1.12,8.54,3.05,576,38,1,0
2022-04-20,한국맥널티,10300,09:47:24,09:48:26,1.0999999999999999,222980,2,1,0,0,0,26.38,2.33,36.76,48.5,48.47,-17.77,-14.56,-14.56,679881500,7430560500,62289640,09:29:00,09:04:00,1.18,2.92,13.17,0.97,587,24,0,0
2022-04-20,하이스틸,7380,14:07:57,14:09:32,0.10999999999999999,071090,3,1,0,1,0,24.45,-2.19,44.85,90.93,117.7,-16.12,-7.86,-7.86,350357160,8397420720,3895280,13:19:00,10:53:00,0.87,1.14,5.25,2.17,847,57,0,0
2022-04-21,한신기계,12000,09:22:17,09:23:48,2.2,011700,1,1,0,0,0,19.4,8.96,27.27,95.87,137.61,-13.75,7.08,7.08,3806086950,21068982300,2017754400,09:00:00,09:08:00,-0.41,2.41,13.58,4.58,562,17,0,0
2022-04-22,사조동아원,2060,09:43:16,09:46:09,1.16,008040,1,0,0,1,0,14.13,-1.39,42.09,57.9,68.63,-7.77,-7.77,-7.77,1813238750,8106908425,161451465,09:19:00,09:03:00,-1.9,0.07,8.82,3.64,583,16,0,0
2022-04-26,제이씨케미칼,15650,09:10:15,09:14:28,-4.77,137950,1,0,0,0,0,19.92,16.48,61.74,71.58,73.5,-16.61,-16.61,-16.61,3024149550,17752148900,2933538500,09:02:00,09:07:00,4.79,11.85,17.1,2.88,550,15,0,0
2022-04-26,구영테크,4190,09:16:05,09:18:24,-0.3,053270,2,0,0,0,0,12.63,0.0,23.74,39.77,33.65,7.04,7.04,7.04,4638279360,4638279360,81871580,09:15:00,09:03:00,4.01,7.52,9.91,0.72,556,5,1,0
2022-04-26,팜스토리,5060,09:19:43,09:24:32,-0.3,027710,3,0,0,1,0,23.57,10.62,74.05,88.69,100.25,-19.07,-19.07,-19.07,4983826540,22303042650,2894685000,09:02:00,09:17:00,1.49,7.88,18.21,1.19,559,43,0,0
2022-04-26,기산텔레콤,4045,09:26:19,09:29:13,3.66,035460,4,0,0,1,0,13.78,5.49,9.61,18.73,33.62,-7.17,12.36,12.36,1791410880,2810184000,42865300,09:24:00,09:18:00,4.05,4.64,9.41,0.25,566,19,0,0
2022-04-26,네온테크,4625,09:36:11,09:39:05,3.5900000000000003,306620,5,1,0,1,0,16.35,7.17,13.52,19.15,17.65,-8.11,-3.46,-0.43,4142047140,4689401970,88098955,09:27:00,09:21:00,2.65,5.77,10.38,0.54,576,11,0,0
2022-04-27,마니커에프앤지,7180,09:05:45,09:06:13,0.54,195500,1,0,0,0,0,14.33,9.39,36.57,53.1,46.27,-8.36,-8.36,-8.36,1285059900,10707539700,1285059900,09:00:00,09:04:00,6.97,10.75,16.28,0.28,545,45,0,0
2022-04-27,지에스이,6440,09:26:03,09:26:32,-0.3,053050,2,0,0,0,0,19.7,16.17,16.88,26.91,62.07,-7.76,0.93,39.29,2380958580,11974303280,532682250,09:02:00,09:17:00,1.85,3.16,11.28,0.47,566,3,0,0
2022-04-27,하림,4900,09:29:02,09:29:31,-0.19999999999999998,136480,3,1,0,0,0,27.11,16.86,43.16,58.22,66.39,-19.08,-17.04,-17.04,2565195380,15257139840,837237375,09:02:00,09:27:00,1.15,0.8,14.4,1.12,569,2,0,0
2022-04-28,덕신하우징,3425,09:21:54,09:24:32,-1.47,090410,1,1,0,1,0,24.32,19.78,42.06,58.56,52.39,-15.77,-15.77,-15.77,2067959005,13490391915,1172513800,09:09:00,09:13:00,2.13,2.52,15.99,4.53,561,54,0,0
2022-04-28,동일제강,4700,09:27:21,09:27:59,1.8299999999999998,002690,2,1,0,0,0,14.77,10.87,36.78,46.96,53.7,-4.26,-4.26,-4.26,496999770,4242679760,265428800,09:06:00,09:19:00,1.7,1.47,9.07,2.87,567,21,0,0
2022-04-28,지에스이,8180,13:13:56,13:15:07,-0.9099999999999999,053050,3,0,0,0,0,17.02,10.59,45.75,59.44,104.15,-14.55,-14.55,9.66,4927596610,20793485200,33677600,09:02:00,12:03:00,1.97,4.32,7.7,1.59,793,56,0,0
2022-04-28,동일제강,4920,13:22:34,13:22:53,1.0,002690,4,1,0,0,0,20.15,10.87,43.18,53.84,60.9,-8.54,-8.54,-8.54,63995430,7572961480,1569400,09:51:00,10:38:00,0.22,0.28,-0.47,8.13,802,34,0,0
2022-04-29,잇츠한불,30950,09:06:41,09:09:14,0.8299999999999998,226320,1,0,0,1,0,11.73,1.81,21.99,45.75,57.65,-7.27,-7.27,-7.27,8599419800,8599419800,1381057750,09:05:00,09:02:00,8.88,10.37,11.87,-2.42,546,41,0,0
2022-04-29,한국화장품,12150,09:28:29,09:33:50,-2.36,123690,2,1,1,1,0,21.5,6.5,26.99,37.37,37.61,-16.46,-16.05,-16.05,314107350,10511162500,314107350,09:09:00,09:27:00,1.38,0.14,11.62,7.0,568,29,0,0
2022-04-29,오가닉티코스메틱,545,09:36:50,09:38:24,-0.6699999999999999,900300,3,1,0,1,0,28.24,2.35,35.19,37.21,7.22,-15.78,-11.56,-11.56,522011805,1517371882,14189908,09:12:00,09:09:00,3.61,5.56,17.48,-0.55,576,50,0,0
2022-04-29,GS글로벌,4640,09:39:13,09:40:53,0.56,001250,4,1,0,0,0,14.0,-0.98,33.53,70.23,82.43,0.75,0.75,0.75,5313700290,12969849750,148217190,09:33:00,09:08:00,1.01,3.65,10.19,2.8,579,13,0,0
2022-04-29,한국화장품,11500,09:54:42,09:56:01,0.13,123690,5,1,1,1,0,15.0,6.5,20.19,30.02,30.25,-11.74,-11.3,-11.3,46391000,10511162500,46391000,09:09:00,09:53:00,-0.78,-1.96,-1.4,13.04,594,42,0,0
2022-04-29,GS글로벌,4695,10:00:03,10:02:09,3.3200000000000003,001250,6,1,0,0,0,15.36,-0.98,35.12,72.25,84.59,-0.43,-0.43,-0.43,4567825080,12969849750,148217190,09:33:00,09:08:00,2.69,1.92,6.42,2.24,600,3,0,0
2022-04-29,한국석유,17500,12:37:36,12:39:02,0.26999999999999996,004090,7,0,0,0,0,9.72,2.51,10.95,-2.08,18.06,6.29,6.29,51.43,639616400,3037951800,16300,12:12:00,11:28:00,2.7,3.69,5.21,-0.29,757,36,0,0
2022-04-29,한국석유,18000,12:51:53,12:52:19,-0.3,004090,8,0,0,0,0,12.85,2.51,14.12,0.72,21.44,3.33,3.33,47.22,547488000,3037951800,16300,12:12:00,11:28:00,0.47,2.42,6.35,1.11,771,53,0,0
2022-04-29,중앙에너비스,37600,12:55:56,12:57:13,0.5,000440,9,0,0,1,0,8.99,2.75,16.46,24.07,58.22,9.97,9.97,25.8,516682200,2921022000,3324750,11:39:00,12:06:00,1.95,2.57,4.19,-0.27,775,56,0,0
2022-04-29,중앙에너비스,38600,12:59:26,13:02:04,0.22000000000000003,000440,10,0,0,1,0,11.88,2.75,19.56,27.37,62.43,7.12,7.12,22.54,1642090450,3970553400,3324750,12:57:00,12:06:00,3.51,4.37,6.53,-0.52,779,26,0,0
2022-05-02,이지홀딩스,5560,09:07:53,09:11:50,3.49,035810,1,0,0,0,1,7.96,2.33,16.09,29.51,34.38,16.19,16.19,16.19,1023334680,2496584250,707364420,09:02:00,09:04:00,2.66,5.06,4.29,2.16,547,53,1,0
2022-05-02,대한제당,5120,09:28:02,09:28:41,-0.3,001790,2,0,0,0,0,23.97,9.81,41.06,66.39,66.81,5.27,5.27,5.27,1576710630,6178696645,478376100,09:03:00,09:20:00,0.92,1.76,14.54,0.98,568,2,1,0
2022-05-02,베셀,8810,09:33:58,10:39:15,-5.29,177350,3,0,0,0,0,12.95,-1.28,56.63,91.01,105.3,5.45,5.45,5.45,3739533600,3739533600,115765650,09:32:00,09:05:00,4.88,5.27,10.53,0.34,573,58,1,0
2022-05-02,대한제당우,5460,10:44:07,10:47:27,0.25000000000000006,001795,4,0,0,0,0,26.24,8.21,36.59,68.49,70.95,16.3,23.81,23.81,126652550,1919695920,36157470,09:47:00,10:26:00,1.15,1.97,1.56,2.01,644,7,0,0
2022-05-02,파이버프로,6010,13:52:17,13:52:41,0.2,368770,5,0,0,0,0,26.0,0.21,83.85,91.01,99.81,2.33,2.33,2.33,1091766060,3338844050,2956780,12:29:00,11:45:00,4.11,5.66,6.12,-0.17,832,17,1,0
2022-05-02,켄코아에어로스페이스,15300,13:56:10,13:57:12,-1.6,274090,6,1,0,0,0,11.27,4.36,17.69,20.19,20.31,-6.21,-6.21,-5.88,114397650,673524700,14750,09:38:00,12:24:00,1.59,2.07,2.75,-0.65,836,10,0,0
2022-05-02,네온테크,4720,14:00:46,14:01:31,-0.3,306620,7,0,0,1,0,8.76,-2.76,12.7,19.57,18.72,2.75,2.75,2.75,917418900,2929504650,21725,13:55:00,11:44:00,1.71,3.53,4.57,0.21,840,46,0,1
2022-05-02,켄코아에어로스페이스,15700,14:02:48,14:05:37,-1.26,274090,8,1,0,0,0,14.18,4.36,20.77,23.33,23.46,-8.6,-8.6,-8.28,756441000,1715240700,14750,13:59:00,12:24:00,3.09,4.01,5.19,0.32,842,48,0,0
2022-05-02,바이오톡스텍,9400,14:19:36,14:21:00,0.6599999999999999,086040,9,1,0,0,0,20.67,-1.16,17.82,18.55,19.59,-15.96,-10.43,2.13,601695990,12379676200,15560,10:08:00,09:06:00,2.36,4.93,5.77,7.45,859,36,0,0
2022-05-02,기산텔레콤,5020,14:23:27,14:23:49,-0.3,035460,10,0,0,1,0,20.1,-2.99,31.18,43.2,63.49,-3.39,-3.39,-3.39,654005400,4949425000,463795,13:54:00,10:48:00,0.63,-0.09,5.18,3.39,863,27,0,0
2022-05-02,SNT에너지,23200,14:24:11,14:25:17,-0.73,100840,11,0,0,0,0,26.78,0.55,26.17,26.12,23.45,-12.72,-12.72,-12.72,386836500,7742985250,2224600,09:36:00,13:07:00,1.49,1.71,3.78,2.37,864,11,0,0
2022-05-02,기산텔레콤,5030,14:25:33,14:26:40,-0.7,035460,12,0,0,1,0,20.33,-2.99,31.44,43.49,63.81,-3.58,-3.58,-3.58,265477680,4949425000,463795,13:54:00,10:48:00,0.85,0.31,4.98,3.18,865,33,0,0
2022-05-03,휴림로봇,3240,09:19:57,09:26:37,5.87,090710,1,0,0,0,0,7.46,1.16,52.08,119.52,174.6,-4.32,-4.32,-4.32,5749371180,9989882550,334202940,09:17:00,09:12:00,4.72,5.85,7.54,1.23,559,57,0,0
2022-05-03,로보로보,10700,09:29:49,09:30:07,0.16999999999999998,215100,2,0,0,0,0,7.0,0.0,7.18,8.33,43.09,11.21,11.21,23.83,2497786350,2497786350,15153180,09:28:00,09:13:00,3.38,5.23,6.46,-1.4,569,49,0,0
2022-05-03,휴림로봇,3805,13:28:19,13:29:06,-0.3,090710,3,1,0,1,0,26.2,1.16,78.6,157.8,222.49,-18.53,-18.53,-18.53,576928625,13015865340,205180800,09:30:00,12:11:00,0.52,0.88,2.42,1.18,808,19,0,0
2022-05-03,휴림로봇,3840,14:11:39,14:12:39,-0.43,090710,4,1,0,1,0,27.36,1.16,80.24,160.17,225.45,-19.27,-19.27,-19.27,663423870,13015865340,205180800,09:30:00,12:11:00,0.76,1.03,1.13,0.52,851,39,0,0
2022-05-03,휴림로봇,3855,14:16:43,14:18:00,-0.56,090710,5,1,0,1,0,27.86,1.16,80.94,161.18,226.72,-19.58,-19.58,-19.58,586754630,13015865340,205180800,09:30:00,12:11:00,0.89,1.16,1.39,0.13,856,43,0,0
2022-05-03,우진,11700,14:20:52,14:28:05,1.84,105840,6,1,0,1,1,20.12,7.29,14.69,17.59,26.67,-12.82,-3.85,10.26,894999600,9420597750,2677500,09:06:00,13:32:00,1.87,1.65,2.71,6.84,860,52,0,0
2022-05-04,유진로봇,7670,09:12:01,09:19:25,-2.13,056080,1,0,0,0,0,7.88,4.08,10.42,27.33,45.87,-3.0,2.74,9.0,2771318480,3002001280,493600140,09:00:00,09:03:00,3.63,5.43,6.87,0.13,552,1,0,0
2022-05-04,디알텍,1935,09:22:56,09:25:40,-3.1399999999999997,214680,2,1,0,0,0,13.82,12.94,18.95,22.88,22.5,-12.14,-12.14,-3.88,1427643990,5781715200,605497410,09:02:00,09:20:00,2.44,2.73,13.19,1.55,562,56,0,0
2022-05-04,다산네트웍스,7940,09:29:09,09:31:21,-1.06,039560,3,1,0,1,0,20.12,4.39,17.2,21.79,17.2,-15.11,-9.82,-6.17,489274680,4572025040,295276800,09:03:00,09:19:00,1.77,1.44,11.05,4.41,569,9,0,0
2022-05-04,삼성스팩4호,5690,09:35:09,09:37:13,-2.06,377630,4,0,0,0,0,10.06,4.84,5.15,15.36,18.27,1.93,24.25,42.36,253220800,316217000,1102100,09:31:00,09:26:00,4.04,5.74,7.54,-0.7,575,9,0,0
2022-05-04,디알텍,1950,09:37:59,09:43:58,-2.61,214680,5,1,0,0,0,14.71,12.94,19.87,23.83,23.45,-12.82,-12.82,-4.62,743792490,5781715200,151277390,09:02:00,09:35:00,4.11,3.41,9.62,0.77,577,59,0,0
2022-05-04,한신기계,14550,09:45:54,09:57:07,-2.71,011700,6,1,0,0,0,6.99,9.19,30.35,92.77,156.31,2.06,2.06,2.06,6682223500,16874974800,137867800,09:00:00,09:36:00,2.11,2.32,2.97,2.75,585,54,0,0
2022-05-04,대한전선,1990,09:57:11,10:10:59,4.47,001440,7,0,0,1,0,6.7,1.61,10.71,24.03,19.1,-3.77,0.75,7.79,6870166550,6870166550,91452900,09:56:00,09:44:00,2.05,2.46,3.13,0.25,597,11,0,0
2022-05-04,대한전선,2055,10:13:13,10:19:13,-1.76,001440,8,0,0,1,1,10.19,1.61,14.33,28.08,22.99,-6.81,-2.43,4.38,7845820885,12068925375,91452900,10:05:00,09:44:00,0.0,1.95,4.89,2.19,613,13,0,0
2022-05-04,금강철강,11950,10:21:56,10:25:17,-0.3,053260,9,0,0,0,0,7.66,0.9,17.31,66.17,93.45,5.86,15.48,15.48,4160190200,4160190200,1287600,10:20:00,09:40:00,3.82,4.44,5.99,0.84,621,56,1,0
2022-05-04,에코플라스틱,3625,10:25:47,10:32:04,-0.8500000000000001,038110,10,1,0,0,0,25.87,0.69,31.44,36.98,32.04,-17.52,-16.55,-16.55,392456350,12842871030,1060630,09:52:00,09:02:00,1.71,2.66,6.19,3.17,625,47,0,0
2022-05-04,수산중공업,4320,10:33:08,10:36:21,1.55,017550,11,0,0,0,0,15.35,0.0,39.86,51.94,54.62,-10.42,-10.42,-10.42,6640751595,6704801380,104462380,09:34:00,09:12:00,4.03,5.45,5.83,0.69,633,8,0,0
2022-05-04,기산텔레콤,5000,10:42:45,10:45:37,1.0999999999999999,035460,12,0,0,0,0,9.29,-0.55,28.38,40.57,61.2,3.8,3.8,3.8,3027510140,2957307010,3080250,10:37:00,10:26:00,5.3,6.77,7.05,-0.1,642,45,0,0
2022-05-04,네온테크,4695,10:47:19,10:47:47,-0.51,306620,13,0,0,0,0,0.54,-1.5,10.59,17.75,17.46,4.37,4.37,4.37,281858970,462600860,3359880,10:42:00,09:59:00,1.21,2.1,2.33,0.32,647,19,0,1
2022-05-04,한전산업,14400,10:53:51,11:05:19,-1.34,130660,14,1,0,0,0,6.67,3.33,7.16,8.05,11.51,-0.69,4.86,23.61,169401750,2575751000,1455200,10:15:00,09:31:00,1.12,1.34,1.64,3.12,653,51,0,0
2022-05-04,삼부토건,2925,11:08:36,11:25:42,-0.64,001470,15,0,0,0,0,10.38,1.89,12.53,13.94,25.72,-5.81,-0.34,19.49,3866762710,3866762710,46915200,11:07:00,09:20:00,1.58,2.8,4.15,0.51,668,36,0,1
2022-05-04,코오롱플라스틱,16000,11:26:36,11:27:36,-0.9199999999999999,138490,16,1,0,1,0,25.0,0.39,27.72,37.99,32.91,-18.75,-17.81,-16.25,1025186250,11077030400,22390550,09:52:00,09:04:00,1.17,1.25,3.87,0.62,686,36,0,0
2022-05-04,디와이디,4850,11:28:57,11:37:39,-2.4699999999999998,219550,17,0,0,0,0,9.36,8.0,44.18,71.53,88.97,-1.03,-1.03,-1.03,161120700,1654637820,588420,09:00:00,10:43:00,4.07,3.47,2.46,7.22,688,57,0,0
2022-05-04,휴림로봇,4315,11:38:40,11:48:04,-0.3,090710,18,1,0,0,0,12.52,4.43,93.32,182.82,258.01,-10.31,-10.31,-10.31,3008716975,19683582960,175150380,09:00:00,11:19:00,0.68,1.64,2.62,7.76,698,40,1,0
2022-05-04,에스폴리텍,4405,11:48:49,11:49:25,-0.75,050760,19,0,0,0,0,17.94,1.07,19.47,26.54,22.91,-14.19,-1.02,-1.02,135909555,1715172000,3750,10:54:00,09:53:00,2.53,2.91,3.69,2.16,708,49,0,0
2022-05-04,한전기술,83300,12:13:30,12:31:00,-0.6599999999999999,052690,20,1,0,0,0,9.89,2.64,9.09,1.98,-0.98,-7.56,0.96,16.57,917247500,4965846200,26838100,10:15:00,09:30:00,0.1,0.23,0.47,0.96,733,30,0,0
2022-05-04,퍼스텍,4945,12:48:31,12:50:11,-0.4,010820,21,1,0,1,0,21.5,8.6,26.95,17.49,42.46,-10.62,-10.62,9.0,192713700,11894476890,53600925,09:37:00,12:02:00,0.58,0.43,1.07,6.17,768,31,0,0
2022-05-04,코오롱플라스틱,16250,13:27:50,13:48:10,0.010000000000000009,138490,22,1,0,1,0,26.95,0.39,29.71,40.15,34.99,-20.0,-19.08,-17.54,144892800,11077030400,22390550,09:52:00,09:04:00,0.4,0.45,2.13,0.62,807,50,0,0
2022-05-04,휴림로봇,4350,14:14:42,14:24:43,-1.45,090710,23,1,0,0,0,13.43,4.43,94.89,185.11,260.92,-11.03,-11.03,-11.03,837609775,19683582960,125659695,09:00:00,13:15:00,1.15,1.85,2.31,6.9,854,42,1,0
2022-05-04,LS네트웍스,4130,14:29:35,14:30:13,-2.12,000680,24,0,0,0,0,8.12,0.13,9.02,13.89,22.76,1.45,1.45,5.08,203181615,382188100,3975,13:53:00,13:34:00,1.23,1.36,2.46,-0.73,869,35,0,0
2022-05-04,LG헬로비전,6760,14:31:30,14:36:37,-0.3,037560,25,0,0,0,0,5.13,-0.31,7.19,21.85,21.59,-1.48,13.76,13.76,3897293620,3897293620,6360,14:30:00,14:07:00,5.15,5.91,6.18,2.07,871,30,0,0
2022-05-04,LG헬로비전,6790,14:48:19,14:49:04,-0.59,037560,26,0,0,0,0,5.6,-0.31,7.67,22.39,22.13,-1.91,13.25,13.25,295296960,3897293620,6360,14:30:00,14:07:00,0.74,0.9,4.88,1.62,888,19,0,0
2022-05-04,SM C&C,4740,14:49:58,14:50:36,-0.3,048550,27,0,0,0,0,10.62,1.52,6.77,7.64,13.02,-4.01,7.17,18.78,125549120,2920722700,4370,14:32:00,13:54:00,2.42,2.42,5.44,-0.21,889,58,0,0
2022-05-04,SM C&C,4780,14:52:08,14:54:41,-0.4,048550,28,0,0,0,0,11.55,1.52,7.67,8.55,13.97,-4.81,6.28,17.78,1219606515,2920722700,4370,14:32:00,13:54:00,2.52,2.7,5.9,-0.31,892,8,0,0
